angle,stiffness,camera
90,59,109.22854355636323
117,31,121.48512090719704
53,-7,90.96800515305851
58,48,92.86705178427403
56,-14,91.48660686147697
132,4,130.66102518244864
14,-8,68.6387964360584
75,51,100.40458801891937
156,-1,142.2555676000718
98,7,113.06965178396175
78,18,104.05884535216362
94,51,109.17139404972332
91,49,108.18033876004483
82,35,105.68263101608066
51,35,91.06254820891647
64,-17,95.48546752289695
62,29,96.16501291448147
145,-6,136.92847076603096
84,-3,106.59356313098394
67,9,98.58455660475607
86,43,105.98388767867715
98,33,112.08047744697308
94,49,110.00487939039014
11,-3,69.57785034019551
74,50,100.65616557566292
95,1,111.5595328281785
101,9,114.67335702272881
104,46,113.95380688082183
58,43,94.48879387526425
116,35,120.44624568960708
20,5,72.3888735876337
51,0,90.29987824782884
140,25,132.88395837851027
78,44,104.17037477893597
94,16,111.76718384766612
138,8,132.02352003468226
47,-18,86.7961194464659
49,18,89.58651915943499
167,-4,150.57212696992232
81,-14,104.53774101452815
88,37,108.04848757731305
107,46,115.82206398533128
162,-8,147.91574266493762
61,-3,94.69140336758039
81,0,105.86399338687029
130,46,126.44517053725407
98,20,113.74976553971217
21,17,74.02770467405205
32,13,80.80536195985152
113,50,118.13977918064924
62,33,96.9182178734276
69,-13,98.54731746084147
149,-7,140.30806670598133
178,1,155.92450174492117
63,1,96.3665074545784
93,58,107.93091391382585
129,-9,129.0625839005185
128,9,128.411523520289
130,-2,129.71364428074799
113,20,120.51562389317428
84,18,107.20022148023202
59,54,95.28142618178732
70,38,99.84820392025009
117,45,120.51562389317428
51,35,91.2739323480922
135,29,129.38998479136288
117,34,121.57519570337485
136,-12,132.67991703740066
67,-11,97.54040665375982
53,51,91.2739323480922
108,1,118.20176927888117
63,-2,96.09317999705637
139,36,131.35319394315704
150,-19,137.88296345253954
146,29,136.26864090190176
45,2,86.37164668954416
115,42,119.54656369555033
73,55,101.18229946246574
112,33,119.22473293448526
153,-13,141.66274372659916
91,5,110.52477023387245
84,-4,106.89623807843603
96,0,112.48857614360949
42,30,85.91019416651308
62,33,95.55527741182846
166,-9,149.4653297413956
158,19,143.01902828423022
113,36,120.88638680207293
107,38,118.64187150372399
119,-18,123.51411760680043
106,48,117.24109555991126
146,2,137.65849533743946
73,-17,100.32278860883046
126,21,126.43014903153198
48,-4,87.75396988696976
97,-16,112.80237919220653
84,48,106.29220499175628
64,39,98.09882736844497
129,-16,129.3881245991778
51,47,91.2739323480922
128,26,125.79209597733495
167,11,147.08235318229563
104,-12,116.6043374605136
120,45,122.50563740235509
65,34,98.54731746084147
15,-12,nan
152,25,139.92339852215582
87,21,109.80329225675132
120,10,124.13547395286948
85,25,108.35354630886947
149,29,137.33254548749966
139,8,133.63650516041935
167,3,150.00523445050678
22,17,74.1079769569628
162,-12,147.08235318229563
70,41,100.89425265876
93,-5,111.04281461874135
106,-8,117.94384909113307
35,-9,78.993163767906
37,23,82.43925137542803
84,53,103.52845090887092
91,-1,109.38676530246569
122,5,124.8141293711572
146,-7,137.6095439078627
155,7,141.66274372659916
140,34,132.67991703740066
65,1,97.81879157527281
23,16,75.01791736610784
106,-4,116.85346414202225
16,7,nan
128,23,126.44517053725407
109,3,118.52340017189026
122,-9,125.13987101000802
169,4,150.92494632080496
86,24,108.65983805964134
33,8,80.12535873569439
132,36,127.41660640295444
73,0,101.62285595231918
92,59,108.35354630886947
80,-7,104.83483858256432
116,-10,122.86617047141416
54,38,92.65051949699452
66,0,97.36934168158766
125,-18,126.43014903153198
111,7,120.19202804375936
104,12,117.24109555991126
23,-4,73.20308066519648
68,22,98.66385618635242
80,12,104.40180601317071
109,37,116.6043374605136
53,6,91.01554136869241
145,0,136.3098527940062
56,18,92.45550908791098
122,-16,125.11739767148093
137,28,131.35319394315704
138,26,131.67999726378292
91,8,110.8337341149806
56,36,93.82926329629119
117,4,122.18086026988155
160,-5,145.6365916574275
166,11,147.91574266493762
77,41,103.66966134437558
128,22,126.43014903153198
111,-7,119.92094367699359
69,10,98.82974466790905
73,31,101.18229946246574
131,25,127.41660640295444
69,-3,98.71248800633144
54,9,91.931659452309
55,44,92.38823423094532
82,30,104.40180601317071
83,7,105.86399338687029
78,-1,103.37444046487114
62,59,95.94033555451291
125,38,123.51411760680043
98,58,112.27007477953379
41,-19,83.60053117908771
114,47,118.84570427079173
87,20,109.496267646914
71,34,101.91290220273532
29,4,78.02933089431778
122,47,122.18086026988155
100,-17,114.55152440034944
89,57,109.38676530246569
90,-10,109.0794773786185
102,39,114.55152440034944
20,-14,72.2095797327745
73,48,98.66385618635242
48,38,88.92219833149089
119,56,118.78722573564035
65,36,97.85261644951703
106,16,116.53377619136697
148,0,137.6095439078627
139,-16,133.28698711760234
57,-15,nan
55,54,92.45550908791098
100,57,110.31568291773519
145,-13,136.67904591981195
42,40,86.61253291347866
70,23,99.11380389310946
88,-7,108.35354630886947
25,-4,73.84041526688236
68,55,96.66950836339336
126,52,121.8153150070308
70,35,100.21202114255098
61,47,96.11962940937212
73,6,101.67592798858497
108,50,114.78727737130913
94,2,111.04281461874135
134,16,129.7173643027862
59,54,95.02916246477061
74,39,101.52342076962186
114,15,119.76893493932135
95,27,110.99527840310745
69,10,100.21202114255098
98,10,113.15924636224601
163,-15,144.6446432746652
139,21,133.1893381321386
79,-10,103.76188429031072
148,17,137.28500927186576
152,-9,140.32498015890482
38,-15,81.48555348004683
134,-19,132.21067159161578
104,-2,117.44513690102089
40,40,86.57568803065382
76,45,101.81562747069589
37,28,83.7830822335864
23,0,73.3386920021888
103,20,114.73974115567523
71,0,100.49897590278432
132,20,128.36026728261692
6,-5,68.6387964360584
131,47,126.6492118783637
42,11,85.8626579508792
118,53,119.49902747991642
84,25,107.22320756613978
115,15,120.79223379430971
74,43,102.11694354384497
37,23,83.7830822335864
83,10,106.11778456333802
69,-7,98.78220845227517
91,17,109.75575604111742
46,4,87.49763514199635
151,-7,140.2605304903475
99,3,114.18856771452893
124,1,126.07100133489698
78,-15,103.4678347451033
130,42,126.07100133489698
111,35,118.34382052175889
158,-4,144.01012681406058
13,3,69.08363050674704
105,32,114.73974115567523
49,17,89.5872454888484
133,5,128.6838618964692
97,19,113.24786514240891
88,11,108.61230184400745
90,13,109.86265790548084
61,-3,94.69140336758039
54,13,92.3967275957841
87,-18,108.00095136167917
30,16,77.98179467868388
81,27,104.05736442977823
68,29,97.88194451437907
52,-8,89.54258783654076
44,34,87.27941274581148
49,12,88.87466211585699
75,23,101.81562747069589
135,5,130.32443750429516
42,-9,83.55299496345383
111,18,118.73968952000645
105,-19,116.92233594024026
95,35,112.84601599727496
125,0,127.062538635485
59,15,94.5065246972162
124,3,125.9773825631363
44,16,86.81657425458832
159,-6,144.57944360243445
148,11,137.5365868286093
20,2,nan
82,57,103.14117499983146
45,-18,85.8626579508792
42,30,86.57568803065382
69,45,97.85261644951703
60,29,95.2133563713732
66,21,98.02283291638244
118,28,120.74508609790342
141,32,132.86334231925662
137,12,131.88403860489257
29,17,78.69515376707774
147,-17,137.93634933932626
106,12,118.21553181515314
173,-2,153.95197501879633
19,-15,70.98585287694084
73,46,99.76590061812897
134,17,128.6857652210379
51,4,90.29987824782884
58,12,94.04992691135104
156,8,141.9357980207162
115,10,121.8089906835013
30,2,77.52152237234533
25,14,75.8849453307286
76,47,100.78751743063165
101,55,110.83167641870612
148,30,134.5952010260804
34,-16,80.56766083301939
9,7,69.57785034019551
161,9,145.71220968512478
166,3,148.8536191050516
104,0,116.80592792638834
79,54,104.90417222631596
114,51,118.78700825386593
19,18,73.79287905124848
84,43,104.95233295915926
92,-4,110.51972425884485
101,30,114.10473392366126
141,21,132.30429036337642
123,-2,125.99613731844458
143,-12,136.83957388217152
65,17,98.02283291638244
51,35,91.27600949824938
116,-5,121.7677787913969
73,39,101.67592798858497
56,-2,92.59227557205497
140,35,131.31880800948483
35,8,81.92827040931384
112,17,119.1211270151492
59,19,95.2133563713732
22,-6,72.88585839527342
84,30,105.81645717123641
74,-17,100.40458801891937
88,51,106.84870186280213
71,-11,99.51432306138543
54,-5,90.7601505541674
51,1,90.0483006910853
83,37,105.08579291743362
100,8,113.78861990557448
153,-17,140.19680189508128
148,26,137.88560354164375
132,-16,131.53137978985157
50,10,89.12546524591582
168,-8,150.87741010517107
124,54,125.32143901259057
148,14,137.5365868286093
82,-2,105.81645717123641
70,42,100.49897590278432
25,21,nan
159,14,143.5261071850537
156,10,141.79543295077966
66,35,98.58455660475607
16,-13,nan
88,3,108.91981649297978
79,58,104.17037477893597
57,32,94.96177881462965
126,31,125.01817071226684
97,27,125.11739767148093
54,32,113.06965178396175
34,33,82.61786665758821
99,58,110.99527840310745
104,14,115.7745277696974
58,54,95.02916246477061
76,-3,103.32690424923726
157,23,142.1873755774597
154,13,141.4757450001244
68,40,99.76590061812897
49,16,90.29987824782884
63,8,97.12225921453722
53,17,92.85456083810416
61,22,96.66950836339336
90,5,110.06393463219776
34,21,81.46509867192442
127,36,124.9938444740189
81,6,105.81645717123641
115,55,118.28112746266058
120,6,123.43489434368881
48,25,89.37704280265935
101,48,112.34728464525762
65,-16,96.11962940937212
112,30,119.10756924578133
137,10,131.88403860489257
63,46,97.40064754802445
31,28,81.00226018070124
50,-9,88.87466211585699
76,-13,102.9924130869007
99,48,112.12825656094056
69,-2,99.19804241976567
106,8,117.51306303791368
21,-7,72.16204351714059
36,1,81.70598489585892
53,18,91.67811810080701
104,11,115.7745277696974
68,43,99.48116620393957
66,6,98.3028687095546
52,46,91.93784672489014
98,14,113.15924636224601
121,-5,124.74226691727536
57,8,92.85456083810416
54,1,91.42654054406346
101,19,114.73974115567523
31,-10,77.57344758554956
123,27,124.08793773723559
115,50,120.34532358718647
73,46,102.11694354384497
116,-17,123.17555537336716
135,42,130.5760150610387
104,58,116.41892038291047
97,46,113.87406384980768
136,41,129.92516841919172
160,-5,146.83393659940737
152,-14,142.358518305975
84,-1,106.42045656824995
144,35,133.86672090789142
9,-7,69.78189168130515
160,17,144.57944360243445
138,21,133.53940600923738
64,59,98.3028687095546
137,-3,133.53940600923738
155,-10,144.17693900285147
152,-2,142.43241969606893
91,-4,110.7861978993467
133,-17,131.55723528426668
135,34,130.91260273919218
50,-10,88.87727456028873
109,43,117.0575054831319
56,0,93.31129177603879
112,16,120.07304299301506
68,16,99.03378600901871
38,36,84.96249118113693
157,3,142.1873755774597
17,-3,nan
114,31,120.396069384869
179,0,155.87316934698893
114,58,120.46808767754038
96,-14,112.34728464525762
25,25,76.3438262016226
10,-5,68.19585373738445
23,3,74.06044074132889
156,1,143.85989346052745
124,51,125.64929210474598
125,-19,126.72443764224607
78,4,103.87370268548521
157,-3,145.12242656426673
28,25,77.98179467868388
26,-5,74.97038115047395
144,29,134.6272509142095
91,12,110.68370775357293
16,-6,70.98585287694084
95,-6,113.0975935540185
98,56,112.22253856389989
147,27,136.4726822430114
149,29,136.55557756523828
111,20,120.19466813286353
120,33,123.74948926264008
37,-11,81.70598489585892
75,46,100.94368760312831
72,36,100.65616557566292
126,37,124.38847697551307
134,14,129.34433014873127
71,14,100.69211004638478
148,-5,138.58537311939583
32,-18,78.23556185972869
121,57,121.44209904434119
135,10,131.63246104814905
72,54,101.52342076962186
32,9,81.00226018070124
133,-14,131.94239567662547
41,15,84.7109136243934
18,5,nan
52,4,90.0483006910853
50,21,89.5872454888484
54,38,91.8841232366751
47,-19,86.78526348208477
11,11,70.60094518875131
56,-4,93.05971421929523
82,-15,105.81645717123641
139,14,134.56351397860266
160,-18,147.65683957858394
150,-13,142.81453308090397
133,11,132.21067159161578
69,44,101.67592798858497
116,32,121.8089906835013
67,-7,98.7513588019511
114,9,121.7677787913969
148,12,139.48350487135488
79,41,106.06803472797993
158,6,144.57944360243445
139,-13,135.53484943654158
123,9,126.72443764224607
86,-4,108.18982964251934
83,55,106.11778456333802
78,2,105.03887992367396
23,-10,73.3386920021888
63,-8,96.59398292237766
87,-8,108.72584714711479
88,4,109.75575604111742
56,7,93.32498785987062
70,4,100.40458801891937
79,26,104.21691523144688
75,48,102.15692602278028
86,38,106.84870186280213
19,10,72.61445740754505
57,-8,93.32498785987062
86,16,107.88337769819195
48,15,89.12546524591582
63,13,96.41793080664984
147,0,138.26116043044786
111,-14,120.46808767754038
88,26,110.06393463219776
121,-17,126.33927724988727
53,10,91.42654054406346
98,50,111.14476499372678
18,-1,nan
89,17,109.22854355636323
156,-1,143.84152765524024
129,15,128.93922435078375
98,-18,114.18856771452893
104,30,116.41892038291047
42,15,86.3534025171989
77,3,103.87370268548521
94,38,110.7861978993467
156,22,140.2605304903475
108,16,117.76956487942172
42,28,87.49028046161467
65,2,98.3028687095546
53,43,92.65955042902063
79,-11,104.49020479889425
164,-3,149.78413934428104
53,-10,90.50495793126744
161,5,147.1854098347853
135,2,132.5371131648117
167,-10,152.29211725015617
125,19,127.31411619222854
153,-11,143.69637749138394
82,19,107.10027941954566
57,25,94.30150446809459
97,33,112.2845187880827
169,-2,151.68277272097177
80,17,105.20391051590279
57,12,93.57656541661417
129,26,127.63004820001142
62,-5,96.11962940937212
122,4,126.33927724988727
52,0,90.50495793126744
28,12,77.77309992908887
62,18,96.66950836339336
127,25,126.66406303912835
35,-5,81.00226018070124
66,25,98.3028687095546
162,16,145.21202114255098
136,44,130.58353764742142
75,4,103.5784818059808
117,23,123.03487963658802
66,26,99.76590061812897
45,-15,86.57568803065382
124,18,126.97601519898961
53,14,92.65955042902063
46,33,90.29987824782884
87,-18,108.67253502131938
84,39,107.82976510640299
139,2,135.13925352269493
102,41,116.02610532644093
46,-11,87.95801122807941
89,31,109.17139404972332
52,42,92.65955042902063
175,0,155.87316934698893
140,-9,136.10939865425908
105,33,117.76464059465721
141,-1,136.4726822430114
32,30,136.4726822430114
64,-13,136.4726822430114
98,22,113.72503002829328
143,36,134.52042799289038
79,-15,104.01346184705426
38,-2,82.64329271653766
39,8,83.7830822335864
40,22,84.96249118113693
117,33,120.99666365464697
148,29,136.4726822430114
74,32,102.55578359163094
126,34,125.74455976170104
59,5,95.2133563713732
84,58,105.33737047417715
97,56,111.24685595985098
89,49,108.18982964251934
64,7,98.02283291638244
99,33,113.38545209510399
121,34,123.71815894791006
121,-12,125.39771454800245
86,47,108.2525289184227
46,4,87.74185801835823
123,25,124.9938444740189
125,-11,127.63934191923454
97,42,113.41082391898955
47,-2,88.20385040645222
47,0,88.66533059662366
82,-14,105.94463543505994
135,-6,132.88395837851027
120,37,124.08793773723559
115,47,121.69367660108473
45,-14,86.54454188972235
147,33,136.88308726092163
5,-4,68.4786756612443
70,-4,100.94368760312831
125,50,124.69270398172726
38,-14,81.94501703184349
55,-3,92.34069801531142
30,-14,81.94501703184349
137,15,133.2118114706657
96,-9,113.47345247154975
143,30,135.24679328992474
175,-5,156.1647293826678
126,50,126.97601519898961
138,22,133.28782845249387
91,50,111.40741723677735
113,0,122.81863425578028
31,-19,78.9456275522721
61,-12,95.68875799776939
71,26,101.42435043184145
74,48,101.71547547355178
142,4,135.6095627171126
104,-15,117.19355934427735
164,7,149.5897620712911
81,0,106.2446687761224
127,-18,128.68764679404023
168,-6,153.8131801383223
113,10,122.38490161099121
126,31,127.38776436249101
106,49,117.69918538002902
22,0,74.97038115047395
110,-11,120.396069384869
57,34,95.39581453123931
38,-5,82.6291298340724
48,33,88.91459593301516
99,52,111.5595328281785
91,46,108.91981649297978
82,-11,105.38566995422777
117,8,105.94463543505994
89,-8,109.75575604111742
158,-4,146.56202529448052
120,28,124.69270398172726
56,25,94.75810225395973
119,19,123.98262509965082
86,-16,107.94871296616657
39,-2,82.39171515979413
53,23,91.21958270980204
67,3,98.86789752746208
9,-5,68.03825683942537
12,-5,68.80050672257315
95,45,110.16188892046549
105,28,115.69896463577734
46,1,87.98793850637789
110,9,119.76893493932135
118,-1,124.01282249036589
10,-4,123.76124493362232
152,9,142.358518305975
24,5,75.41462114223869
125,-10,127.95723542221756
79,-5,104.35426979753682
166,1,150.87741010517107
140,-8,150.57212696992232
55,46,94.31989415365061
154,-3,142.8925774880926
148,-3,139.29040584976272
44,-17,84.7286779630589
70,20,100.65616557566292
119,43,122.10131650871223
86,-19,108.00095136167917
20,-15,nan
120,-5,126.33927724988727
86,6,108.80647934782202
91,57,109.22854355636323
130,36,127.62064774406409
72,46,102.4499965078066
81,9,107.27426863041288
81,22,106.84870186280213
135,-9,135.28146906201766
64,4,133.28782845249387
46,-3,86.56499669784478
146,33,136.2623165783723
37,24,84.7109136243934
154,20,84.7109136243934
59,1,94.5065246972162
125,19,126.6492118783637
62,35,97.77125535963891
123,-12,126.72443764224607
161,2,147.65683957858394
101,38,115.13751788167659
62,37,97.57338302269731
53,2,91.7381844182205
142,7,135.49837084666828
52,48,91.93784672489014
133,35,128.28450807840397
128,46,126.33927724988727
84,45,107.52584618715643
168,-7,149.0531293701495
76,-17,102.26532021464968
139,35,132.86334231925662
40,-10,82.17984796605737
140,33,133.53940600923738
89,54,110.3155121889413
20,-12,74.5148063695473
60,43,94.1124476094807
108,-10,119.49902747991642
100,2,115.38909543842013
91,45,110.2089207314998
52,36,109.95734317475628
96,51,111.24685595985098
113,-15,120.44624568960708
137,16,121.8089906835013
124,50,132.63238082176676
26,26,80.07782252006051
153,-12,79.83013155976617
60,0,94.5065246972162
113,35,119.82146543627154
72,13,101.96705303029533
112,52,118.02114243616525
172,-7,154.54918067653216
94,19,112.44103992797561
103,31,115.7745277696974
144,1,136.9131845877424
92,33,110.99527840310745
70,-13,100.118631421072
113,33,119.69629980711692
82,24,107.10027941954566
164,16,147.1854098347853
122,15,125.66990816399966
67,13,99.67507681672814
173,1,154.80075823327573
105,11,117.1263772813499
39,9,84.26662524162813
32,20,81.49640944442794
66,25,98.58455660475607
38,29,84.96249118113693
103,45,113.95380688082183
74,22,102.40850357952381
90,0,110.2089207314998
132,-7,130.91260273919218
160,13,144.9851981805691
57,-3,93.11862934101757
117,-1,123.79110008861616
126,0,127.94971283583487
80,15,105.63724751097132
66,-17,96.39371627655824
89,23,109.48012111310678
111,35,118.60627694709281
2,-1,68.7673498651273
155,5,143.5419317708375
16,-14,71.23743043368438
76,26,102.88959744308791
102,34,114.99131871241877
165,8,148.11978400604727
20,-15,71.96270168756823
130,14,129.59781103004352
40,4,84.96249118113693
63,-9,96.59398292237766
38,-11,82.41901497563353
114,45,119.37270457189273
49,49,91.93784672489014
128,0,129.26662524162813
53,48,92.46273652915282
149,-15,140.4483794518248
57,33,94.75810225395973
79,27,94.30150446809459
113,-11,122.49524593322761
154,15,142.1143301003458
29,25,80.32940007680405
37,2,82.61786665758821
122,39,123.68647190043234
104,-15,117.82936902272056
52,6,90.81291602492217
96,-2,113.00642053331616
96,42,112.2845187880827
151,9,139.80580897025638
76,11,104.01346184705426
54,4,92.65955042902063
80,44,103.87370268548521
143,28,133.53940600923738
70,5,101.09829399986964
74,-14,102.11694354384497
115,-10,123.03487963658802
116,20,123.03487963658802
83,-17,105.63724751097132
18,2,nan
40,35,84.49859069292634
112,-4,120.71966523428394
158,-17,144.17693900285147
122,38,124.9938444740189
32,0,79.8679198866326
45,32,87.5238471822951
75,10,102.40850357952381
69,43,99.76590061812897
92,-10,111.03777545609026
143,34,134.19373518927716
138,4,133.53940600923738
101,-14,115.85911680456495
101,59,114.44014527127247
138,24,131.57038556622834
72,43,101.67592798858497
43,15,87.49763514199635
82,11,107.10027941954566
122,31,124.33951529397912
133,-1,130.97870521893654
106,45,117.0575054831319
22,7,74.76638392629083
79,54,103.14117499983146
119,-12,124.9938444740189
150,12,139.48350487135488
134,-11,132.21067159161578
158,-3,145.8406329985371
95,52,112.69261748471915
114,-18,121.69367660108473
134,25,130.25438564126793
151,-12,142.1143301003458
102,-1,116.34587490579656
169,-4,153.3293399673535
137,-19,133.491028458712
106,2,118.09224296501534
118,49,121.65016322233467
75,-12,101.96705303029533
101,7,115.45559581435054
100,4,115.13751788167659
133,29,129.26662524162813
129,-7,129.34244857572898
137,19,132.86334231925662
131,16,129.34433014873127
70,38,100.78751743063165
57,32,95.41563796222414
118,19,123.03487963658802
155,9,141.8667850677088
86,25,108.61230184400745
5,1,68.35501855304105
157,0,144.808220454963
53,9,91.93784672489014
57,46,93.76686655696544
52,39,91.6862691681466
140,-1,134.19373518927716
37,30,83.57075930211934
57,42,93.59203774417826
79,-6,104.7873023669304
35,0,81.46509867192442
70,20,99.80066770461619
133,21,129.92140564389584
120,10,124.33951529397912
133,-15,131.3056577275231
164,8,148.4916231838166
37,9,82.61786665758821
112,13,120.46808767754038
132,19,129.26662524162813
86,3,108.49753358223171
50,47,91.47797368920185
93,12,111.62172553797257
80,4,105.38566995422777
25,-6,74.97038115047395
133,27,129.59590770547481
28,27,nan
49,-16,88.87466211585699
39,14,84.96249118113693
120,-4,125.39771454800245
74,17,103.76188429031072
133,6,130.91260273919218
167,-4,152.5947463096885
168,-12,152.46521575527635
142,11,136.1483488722651
111,49,120.44624568960708
87,12,110.37325579118526
149,-11,141.72487168163303
92,-7,111.75738045137047
94,42,111.29223946496035
83,27,107.87514861151233
77,0,104.65123085938968
119,-16,125.389295856227
35,-7,80.11533997520644
151,25,140.23481346660674
89,56,110.37325579118526
85,26,109.48012111310678
